Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
4215,0.95,Very Good,E,SI2,58.7,63.0,6.43,6.37,3.76,3527
280,0.46,Good,D,VS2,63.2,56.0,4.89,4.92,3.1,1205
7011,2.01,Very Good,I,VS1,63.5,59.0,8.03,7.93,5.07,14792
8883,0.3,Very Good,E,VS2,62.9,58.0,4.27,4.31,2.7,544
1559,0.32,Very Good,H,VS1,63.1,57.0,4.37,4.34,2.75,720
20019,0.96,Good,F,VS2,63.7,54.0,6.24,6.19,3.96,3871
12332,0.26,Very Good,F,VVS1,62.0,59.0,4.08,4.15,2.55,597
26661,0.76,Ideal,D,SI1,61.2,57.0,5.88,5.91,3.61,3007
13702,0.34,Ideal,H,VS2,61.2,55.0,4.49,4.53,2.76,517
20472,0.38,Premium,H,VS2,60.6,58.0,4.7,4.68,2.84,898
8029,0.9,Very Good,E,VVS2,62.0,55.0,6.08,6.17,3.8,6466
19249,0.9,Good,D,SI1,63.2,62.0,6.06,6.13,3.85,4068
6573,0.5,Very Good,F,VS2,60.6,59.0,5.03,5.13,3.08,1333
16797,0.51,Ideal,G,VVS1,61.0,57.0,5.17,5.16,3.15,2111
7295,0.34,Ideal,E,VS2,62.1,54.1,4.47,4.5,2.78,758
8809,0.4,Very Good,D,SI2,63.1,56.0,4.67,4.65,2.94,798
12263,1.18,Premium,I,VS1,,59.0,6.73,6.71,4.21,5477
15263,0.43,Very Good,D,VS2,59.1,58.0,4.92,4.96,2.92,931
25916,0.58,Ideal,H,VVS1,61.6,56.0,5.35,5.39,3.31,2006
12844,2.01,Good,G,SI1,60.3,60.0,8.07,8.18,4.9,18625
5819,0.3,Premium,G,VVS1,60.7,58.0,4.36,4.34,2.64,1013
10525,0.3,Very Good,G,VS2,63.5,55.0,4.25,4.22,2.69,675
7817,0.41,Premium,G,VS2,59.2,58.0,4.83,4.8,2.85,1061
23207,0.5,Ideal,G,SI2,61.2,56.0,5.13,5.17,3.15,1011
11926,1.07,Ideal,E,VVS2,61.7,57.0,6.55,6.61,4.06,10104
8791,0.25,Very Good,G,VVS1,61.8,56.0,4.03,4.06,2.5,525
5255,0.91,Very Good,G,SI2,63.2,61.0,6.27,6.01,3.88,3282
1449,0.47,Fair,E,SI1,67.9,56.0,4.84,4.65,3.24,829
5665,1.23,Premium,J,VS2,61.9,55.0,6.94,6.88,4.28,5504
13234,1.07,Ideal,E,SI2,61.5,56.0,6.61,6.58,4.06,5704
8632,0.23,Very Good,E,VVS2,61.4,55.0,3.92,3.99,2.43,458
14855,0.34,Ideal,D,SI1,61.2,57.0,4.51,4.48,2.75,803
13752,1.08,Premium,D,VS2,61.2,60.0,6.63,6.61,4.05,7824
16124,0.9,Very Good,D,SI1,62.4,63.0,6.13,6.04,3.8,3812
25494,0.72,Very Good,D,VS1,59.4,56.0,5.85,5.9,3.49,3619
14358,0.53,Ideal,G,VVS2,61.8,58.0,5.18,5.2,3.21,1941
21549,0.56,Ideal,G,SI1,61.3,54.0,5.34,5.37,3.28,1417
21555,0.42,Premium,H,VVS2,62.4,55.0,4.81,4.78,2.99,984
6328,1.1,Ideal,G,VS2,60.9,56.0,6.68,6.79,4.1,6939
9182,1.0,Fair,G,VS1,58.7,67.0,6.47,6.45,3.79,5853
18853,1.14,Ideal,F,I1,61.7,57.0,6.7,6.67,4.13,3824
14856,0.91,Very Good,I,VVS2,63.5,59.0,6.1,6.06,3.86,3618
17089,1.03,Premium,H,VS2,62.4,58.0,6.47,6.39,4.01,5078
26792,0.85,Ideal,G,SI1,62.0,54.0,6.08,6.11,3.78,3084
13835,1.2,Very Good,J,SI1,61.3,59.0,6.83,6.9,4.21,4891
7207,2.01,Premium,I,VS2,61.0,61.0,8.15,7.99,4.92,16778
26561,1.01,Good,D,SI1,58.3,59.0,6.59,6.61,3.85,5747
4555,1.51,Fair,I,SI1,68.3,57.0,6.95,6.87,4.72,8355
13176,0.32,Ideal,D,VVS1,61.9,56.0,4.36,4.39,2.71,1067
24427,1.01,Very Good,F,VS1,63.2,58.0,6.32,6.34,4.0,7107
21910,0.53,Ideal,F,IF,62.4,55.0,5.2,5.19,3.24,2447
9648,0.3,Ideal,H,VVS2,61.5,57.0,4.34,4.31,2.66,776
13513,0.42,Premium,F,VS1,59.9,61.0,4.88,4.84,2.91,1103
13085,0.55,Ideal,I,VVS1,61.7,56.0,5.29,5.24,3.25,1712
7690,0.28,Ideal,G,VVS2,61.6,56.0,4.18,4.2,2.58,586
23454,0.35,Ideal,G,VS1,61.1,56.0,4.55,4.58,2.79,923
3710,1.01,Fair,F,SI2,67.3,62.0,6.09,6.03,4.08,3597
306,0.7,Good,F,SI1,64.1,56.0,5.63,5.6,3.6,2289
25482,1.23,Ideal,F,VS1,62.5,54.0,6.82,6.85,4.27,9660
4841,0.41,Good,G,SI2,63.6,54.0,4.7,4.74,3.0,611
14535,0.53,Ideal,G,VS1,61.9,56.0,5.17,5.2,3.21,1721
9748,1.84,Premium,H,SI1,59.7,58.0,8.01,7.98,4.77,13905
7206,0.39,Ideal,E,VVS2,61.9,55.0,4.7,4.74,2.92,1034
1546,0.41,Very Good,E,VS2,62.5,56.0,4.75,4.79,2.98,960
23953,2.01,Good,I,VS1,62.5,56.0,7.96,8.0,4.99,17365
15717,0.7,Premium,G,VS2,62.1,60.0,5.71,5.65,3.53,2314
14852,1.72,Premium,H,SI1,62.0,57.0,7.67,7.63,4.74,9266
23562,1.0,Good,F,SI2,64.1,58.0,6.35,6.26,4.04,3799
26943,1.1,Ideal,G,VS1,61.3,57.0,6.59,6.66,4.06,7550
5388,0.32,Good,I,SI2,63.4,56.0,4.34,4.37,2.76,374
14198,0.72,Ideal,E,VS1,61.9,55.0,5.74,5.77,3.56,3283
3878,1.44,Ideal,G,I1,63.2,55.0,7.21,7.18,4.54,6096
1561,2.0,Very Good,H,SI1,60.9,58.0,8.07,8.15,4.94,16280
21926,2.16,Ideal,J,VS1,61.4,55.0,8.34,8.27,5.1,18462
15690,1.02,Very Good,H,SI1,58.4,62.0,6.55,6.61,3.84,4518
14396,0.62,Very Good,D,VS2,59.2,59.1,5.55,5.6,3.3,2311
10881,0.42,Ideal,D,VS2,61.2,56.0,4.84,4.8,2.95,1103
14224,0.39,Ideal,G,SI2,60.9,56.0,4.78,4.74,2.9,716
25530,1.06,Premium,E,SI2,60.0,59.0,6.64,6.59,3.97,3989
22820,0.42,Ideal,E,SI2,62.4,55.0,4.77,4.81,2.99,700
15284,0.56,Ideal,I,VS2,62.2,57.0,5.27,5.28,3.28,1417
18003,0.55,Premium,E,VS2,58.1,62.0,5.46,5.38,3.15,1708
11777,0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,1250
25077,0.32,Ideal,I,SI1,60.9,55.0,4.45,4.48,2.72,404
16042,0.42,Premium,G,VS2,59.8,58.0,4.86,4.9,2.92,847
16480,0.44,Premium,G,VS1,62.3,59.0,4.82,4.87,3.02,965
22611,2.06,Ideal,I,SI2,62.3,57.0,8.2,8.12,5.09,14428
17061,0.34,Ideal,F,SI2,60.1,56.0,4.55,4.54,2.73,574
3213,1.03,Ideal,F,SI1,,57.0,6.42,6.46,4.03,5366
15414,2.01,Premium,I,VS2,61.7,60.0,8.09,8.02,4.97,16700
14907,0.4,Very Good,H,VS1,61.8,53.0,4.76,4.78,2.95,770
1433,1.14,Very Good,E,SI2,60.0,54.0,6.74,6.97,4.11,5593
14462,1.02,Premium,J,SI1,,62.0,6.51,6.43,3.81,3444
18343,0.51,Very Good,E,VS1,60.4,59.0,5.16,5.2,3.13,1697
24398,0.92,Very Good,D,I1,63.0,58.0,6.13,6.18,3.88,2674
6810,0.54,Good,F,VS2,60.6,61.0,5.22,5.3,3.19,1563
17138,1.31,Premium,I,VS1,58.5,60.0,7.18,7.15,4.19,6737
2044,0.31,Ideal,G,VS1,60.6,58.0,4.39,4.42,2.67,587
13947,0.45,Ideal,D,SI1,60.6,55.0,4.99,4.97,3.02,1027
18158,0.33,Good,E,SI1,63.3,56.0,4.41,4.43,2.8,579
9753,0.58,Very Good,G,VVS2,62.1,58.0,5.35,5.4,3.34,1872
5138,0.61,Ideal,E,VS1,61.7,55.0,5.45,5.47,3.37,2285
18373,0.56,Ideal,G,IF,62.0,54.0,5.3,5.32,3.29,2321
2228,0.44,Ideal,E,VVS2,60.9,57.0,4.9,4.95,3.0,1274
11747,0.9,Premium,E,VS2,59.5,58.0,6.33,6.28,3.75,5312
657,0.33,Very Good,D,VVS2,59.5,56.0,4.51,4.56,2.7,933
10309,0.51,Good,F,VVS2,62.4,63.0,5.05,5.08,3.16,2195
19843,0.41,Ideal,E,VVS2,61.6,56.0,4.8,4.78,2.95,1243
3635,0.31,Premium,F,VS2,61.7,58.0,4.38,4.34,2.69,802
6999,0.3,Ideal,E,VVS2,61.6,57.0,4.32,4.29,2.65,1013
12385,0.92,Premium,G,VS2,61.6,62.0,6.3,6.24,3.86,4287
6315,0.58,Good,E,SI1,61.0,62.0,5.36,5.33,3.26,1844
18897,0.53,Ideal,H,VVS1,61.6,54.0,5.2,5.25,3.22,1743
24520,0.36,Good,E,SI2,63.7,54.0,4.55,4.52,2.89,648
14319,0.34,Ideal,H,IF,61.9,53.0,4.5,4.52,2.79,863
19689,0.38,Very Good,I,VVS1,62.6,59.0,4.6,4.64,2.89,630
3913,0.33,Very Good,D,SI2,63.3,53.0,4.42,4.39,2.79,631
1915,1.02,Very Good,F,SI1,59.4,60.0,6.48,6.59,3.88,5430
16564,1.06,Premium,G,VVS2,59.6,58.0,6.65,6.61,3.95,8149
7277,0.31,Premium,E,SI1,60.1,61.0,4.4,4.35,2.63,698
18929,0.54,Ideal,D,SI1,61.7,55.0,5.23,5.27,3.24,1650
13634,0.41,Ideal,I,VS1,61.9,55.0,4.82,4.78,2.97,878
1159,0.32,Ideal,G,SI1,61.3,57.0,4.37,4.4,2.69,477
15985,1.21,Very Good,F,VS1,61.1,61.0,6.79,6.87,4.17,9656
1924,0.31,Ideal,E,VS2,61.5,56.0,4.34,4.37,2.68,680
19978,1.7,Premium,F,SI1,62.4,57.0,7.61,7.56,4.73,14611
22298,1.06,Very Good,F,SI2,61.8,56.4,6.51,6.56,4.04,5258
25188,0.26,Premium,E,VS1,60.1,60.0,4.15,4.1,2.48,580
10165,0.7,Very Good,F,SI1,,59.0,5.64,5.68,3.49,2313
5032,0.5,Premium,E,VS1,62.4,59.0,5.06,5.1,3.17,1675
18198,0.5,Premium,I,SI2,59.8,56.0,5.23,5.18,3.11,900
26223,0.32,Ideal,E,VS2,60.9,56.0,4.45,4.48,2.72,846
9543,1.41,Premium,G,VS1,62.1,59.0,7.1,7.06,4.4,11347
2468,0.77,Premium,E,SI2,58.2,60.0,6.01,5.95,3.48,2360
8077,0.72,Premium,H,IF,58.7,59.0,5.94,5.88,3.47,3048
21767,0.26,Ideal,F,VS1,62.3,56.0,4.08,4.1,2.55,452
13318,1.04,Premium,H,VS2,62.7,61.0,6.48,6.44,4.05,5416
14264,0.3,Ideal,F,VVS1,61.8,57.0,4.3,4.34,2.67,814
8915,0.33,Ideal,E,VS2,61.7,55.0,4.45,4.47,2.75,792
9558,1.07,Good,F,SI2,61.3,65.0,6.59,6.41,4.0,4446
7019,0.4,Ideal,D,VVS2,62.2,55.0,4.72,4.74,2.94,1263
14011,1.52,Premium,I,VS1,60.6,57.0,7.51,7.44,4.53,10300
3446,0.31,Ideal,E,VVS2,61.6,55.0,4.37,4.4,2.7,791
14602,0.41,Ideal,I,VVS2,,55.0,4.78,4.8,2.95,788
15264,1.12,Premium,H,SI1,62.2,60.0,6.65,6.59,4.12,5363
14809,0.37,Ideal,E,VVS1,61.5,56.0,4.59,4.64,2.84,1103
11873,0.4,Very Good,D,SI1,60.0,56.0,4.82,4.85,2.9,708
19693,0.34,Ideal,E,VS2,62.1,54.0,4.52,4.5,2.8,956
21744,0.24,Very Good,E,VVS1,63.5,57.0,3.94,3.96,2.51,492
26371,0.5,Very Good,G,SI2,58.6,61.0,5.16,5.21,3.04,983
22390,1.04,Ideal,F,SI1,61.3,56.0,6.51,6.55,4.0,5495
2586,0.31,Premium,F,VS2,62.9,58.0,4.31,4.27,2.7,802
22978,0.7,Premium,F,SI2,60.6,57.0,5.81,5.74,3.5,1806
12633,1.88,Very Good,D,SI2,63.2,60.0,7.84,7.79,4.94,9791
12145,1.0,Very Good,F,SI2,62.7,58.0,6.3,6.36,3.97,3789
17372,0.53,Ideal,G,VS2,61.0,55.0,5.23,5.24,3.2,1625
22718,0.34,Ideal,D,IF,62.1,57.0,4.52,4.46,2.79,2346
16257,0.71,Fair,G,SI2,65.6,56.0,5.54,5.49,3.63,1691
22251,0.72,Very Good,E,VS2,63.2,58.0,5.67,5.72,3.6,2923
10761,1.34,Premium,G,SI2,60.1,61.0,7.11,7.06,4.26,4953
2134,1.86,Ideal,J,VS2,62.6,56.0,7.95,7.87,4.95,10312
6644,0.36,Ideal,E,VS2,60.2,56.0,4.65,4.62,2.79,1080
15776,0.3,Premium,I,VS1,59.1,59.0,4.35,4.38,2.58,473
17925,0.41,Very Good,F,VS2,62.8,58.0,4.69,4.73,2.96,863
10340,0.52,Very Good,J,VVS1,61.7,55.5,5.17,5.19,3.19,1363
3037,0.41,Premium,F,VVS2,61.6,59.0,4.73,4.79,2.93,951
3773,0.53,Ideal,F,SI1,60.0,57.0,5.3,5.27,3.17,1908
7774,0.37,Ideal,E,VS2,62.7,56.0,4.6,4.55,2.87,1041
22929,1.02,Good,F,SI2,64.1,60.0,6.25,6.29,4.02,4179
19958,0.3,Ideal,G,VVS2,62.7,57.0,4.26,4.32,2.69,684
8476,0.23,Very Good,F,VVS2,59.6,57.0,3.98,4.0,2.38,530
26778,0.43,Ideal,H,SI1,62.5,57.0,4.79,4.84,3.01,716
16087,0.52,Ideal,H,VVS1,61.7,53.0,5.19,5.25,3.22,1893
17332,2.0,Premium,I,VS2,60.7,60.0,8.07,8.02,4.88,16694
13350,0.42,Premium,G,VVS1,60.2,59.0,4.84,4.82,2.91,1235
1145,0.32,Ideal,G,VS2,61.7,57.0,4.38,4.4,2.71,561
9577,0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75,489
25487,0.5,Ideal,G,VVS2,62.8,57.0,5.07,5.05,3.18,1858
2890,0.31,Ideal,E,VVS1,61.3,56.0,4.39,4.43,2.7,1064
5013,0.92,Ideal,F,SI1,62.8,56.0,6.14,6.18,3.87,4232
1931,1.06,Ideal,F,VVS2,61.1,57.0,6.62,6.57,4.03,8776
18278,0.71,Premium,H,VS2,62.1,58.5,5.68,5.73,3.55,2549
7752,0.53,Ideal,E,VVS2,62.4,56.0,5.15,5.17,3.22,2288
9025,0.43,Ideal,F,VVS2,61.9,56.0,4.82,4.87,3.0,1169
5483,1.17,Ideal,F,SI1,61.1,56.0,6.77,6.82,4.15,6828
26858,0.34,Very Good,F,VVS1,61.0,56.0,4.52,4.53,2.76,939
14442,0.4,Premium,D,VVS2,62.0,61.0,4.72,4.7,2.92,1206
25102,1.13,Premium,G,VVS1,59.3,59.0,6.87,6.79,4.05,8868
16290,0.35,Ideal,H,IF,61.7,54.0,4.53,4.55,2.8,859
6702,0.31,Very Good,D,SI1,60.4,60.0,4.4,4.44,2.67,507
8502,0.35,Ideal,D,VS2,60.9,57.0,4.55,4.51,2.76,1063
4497,0.37,Ideal,F,VS1,61.1,57.0,4.61,4.65,2.83,811
3429,1.06,Ideal,E,SI2,62.2,55.0,6.51,6.54,4.06,5223
8201,1.09,Very Good,H,SI1,61.8,58.0,6.58,6.63,4.08,4784
15116,0.4,Good,E,SI1,64.2,56.0,4.69,4.66,3.0,882
3171,1.21,Very Good,I,SI1,62.1,56.0,6.76,6.92,4.25,5324
16125,1.01,Premium,D,SI1,61.5,61.0,6.47,6.37,3.95,5644
10204,0.33,Ideal,E,VS2,60.6,55.0,4.5,4.48,2.72,928
14211,0.3,Premium,D,SI1,62.5,58.0,4.27,4.31,2.68,552
2553,1.02,Ideal,E,VS1,62.2,54.0,6.44,6.46,4.01,8011
6411,0.55,Premium,G,VS2,59.6,59.0,5.32,5.36,3.18,1448
19414,0.73,Premium,G,VS2,60.7,58.0,5.87,5.82,3.55,2770
5384,1.0,Good,E,SI1,59.3,61.0,6.42,6.53,3.84,4916
5492,1.5,Very Good,I,IF,62.9,58.0,7.21,7.31,4.57,10147
14830,1.01,Good,I,SI1,64.1,59.0,6.24,6.21,3.99,3676
10261,0.77,Ideal,E,SI1,62.5,56.0,5.87,5.91,3.68,3000
11723,0.5,Ideal,F,SI1,61.0,56.0,5.15,5.17,3.15,1286
19900,0.41,Ideal,D,VS1,61.1,56.0,4.8,4.83,2.94,1427
1668,0.78,Ideal,D,VS1,62.2,57.0,5.86,5.9,3.66,4350
8846,0.71,Very Good,E,VVS1,63.0,57.0,5.66,5.7,3.58,3808
20785,2.02,Very Good,I,SI2,63.3,59.0,7.93,8.0,5.04,11390
19450,0.38,Ideal,E,SI1,61.9,55.0,4.64,4.7,2.89,700
14571,1.05,Good,F,SI1,57.9,62.0,6.68,6.73,3.88,4729
25661,0.81,Good,G,SI2,61.0,61.0,5.94,5.99,3.64,2789
19658,2.07,Premium,H,SI2,59.6,60.0,8.3,8.24,4.93,11094
22331,2.0,Good,H,SI1,63.3,59.0,7.96,8.03,5.06,17600
15217,0.3,Ideal,E,VS2,61.4,56.0,4.33,4.36,2.67,621
15222,1.01,Good,H,SI1,60.6,61.0,6.35,6.39,3.86,4242
6721,0.5,Ideal,D,SI1,61.4,58.0,5.07,5.1,3.12,1415
3483,0.6,Very Good,F,SI1,62.1,57.4,5.39,5.45,3.35,1715
541,0.57,Ideal,E,SI1,62.2,57.0,5.33,5.31,3.31,1613
1691,1.5,Very Good,G,SI2,63.1,57.0,7.29,7.25,4.59,9282
6778,2.0,Fair,F,I1,64.9,57.0,7.99,7.82,5.14,7258
20427,1.62,Premium,G,VS2,62.3,58.0,7.54,7.49,4.68,13702
13898,0.28,Very Good,F,VS1,60.8,58.0,4.24,4.28,2.59,487
22512,0.58,Ideal,G,VS2,60.0,56.0,5.45,5.48,3.28,1761
18509,1.05,Ideal,G,SI1,59.7,56.0,6.67,6.64,3.97,5204
16378,1.0,Good,G,SI2,57.4,60.0,6.63,6.53,3.78,3941
12391,0.73,Good,F,SI2,58.1,62.0,5.92,5.93,3.44,2191
4513,0.32,Ideal,F,VS1,61.5,56.0,4.4,4.44,2.72,639
21613,1.25,Ideal,F,VS1,62.0,55.0,6.95,6.91,4.3,9761
19721,0.56,Premium,G,VS2,60.9,58.0,5.36,5.34,3.26,1698
12255,1.01,Premium,G,SI2,61.9,59.0,6.46,6.39,3.98,4327
24730,1.02,Ideal,G,SI2,62.6,58.0,6.42,6.4,4.01,4363
21301,2.23,Very Good,G,I1,63.5,57.0,8.24,8.2,5.22,7006
9673,0.77,Good,I,VS1,64.1,55.0,5.8,5.86,3.73,2184
20400,1.77,Ideal,D,SI2,60.9,53.0,7.92,7.85,4.8,10051
6500,0.32,Very Good,F,VS1,61.3,55.0,4.41,4.44,2.71,696
11752,0.5,Good,D,VS1,64.3,54.0,5.02,5.06,3.24,1795
467,1.13,Very Good,H,SI1,60.1,60.0,6.73,6.77,4.06,4959
6407,0.29,Very Good,H,VS1,62.2,56.0,4.24,4.27,2.64,444
11282,1.05,Good,H,SI1,63.2,56.0,6.47,6.51,4.1,4937
9083,0.3,Very Good,G,SI2,58.1,61.0,4.41,4.47,2.58,394
15,1.5,Fair,G,VS2,66.2,53.0,7.12,7.08,4.7,10644
19115,0.55,Ideal,E,VS1,61.2,57.0,5.3,5.28,3.24,2107
1879,0.52,Premium,E,VS1,61.6,58.0,5.14,5.18,3.18,1668
10298,1.21,Ideal,E,SI1,62.2,54.1,6.82,6.86,4.26,7231
20691,1.51,Premium,H,VS2,61.2,58.0,7.4,7.36,4.52,11188
4559,1.05,Premium,G,SI2,60.7,61.0,6.56,6.52,3.97,3599
11462,1.05,Very Good,H,VS1,59.5,56.0,6.62,6.68,3.96,6132
25379,0.7,Fair,F,SI1,66.0,56.0,5.59,5.56,3.68,2121
5084,0.78,Very Good,D,VS2,62.2,56.0,5.85,5.91,3.66,3668
13688,1.25,Premium,D,SI1,62.4,58.0,6.89,6.83,4.28,7924
12489,0.41,Premium,G,VS2,60.9,58.0,4.83,4.8,2.93,1061
26033,0.7,Very Good,E,IF,60.3,59.0,5.72,5.76,3.46,4679
21843,1.25,Good,F,SI2,59.0,61.0,7.01,7.06,4.15,6032
10958,0.7,Good,D,SI2,58.3,60.0,5.81,5.89,3.41,2242
26538,0.72,Ideal,G,VS1,62.4,59.0,5.71,5.74,3.57,3035
101,1.02,Fair,J,SI1,66.8,55.0,6.25,6.18,4.15,3027
23341,0.91,Very Good,H,VS1,59.4,63.0,6.32,6.28,3.74,4670
7069,0.72,Ideal,J,VVS2,61.5,57.0,5.74,5.77,3.54,2150
21585,1.5,Fair,H,I1,69.3,61.0,6.99,6.81,4.78,3175
8286,0.32,Premium,D,SI1,61.5,59.0,4.42,4.39,2.71,756
19346,1.05,Very Good,E,SI1,60.7,56.0,6.54,6.6,3.99,5770
15980,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,6795
23390,1.0,Good,G,VS2,63.7,59.0,6.38,6.33,4.05,5645
19643,1.24,Very Good,J,I1,61.9,55.0,6.85,6.92,4.26,2940
9340,1.0,Premium,F,VS2,62.2,57.0,6.43,6.4,3.99,6296
25667,0.71,Ideal,I,VVS2,62.4,54.0,5.72,5.75,3.58,2308
25835,0.9,Premium,H,VS1,62.4,58.0,6.15,6.19,3.85,4309
3220,0.59,Good,F,VS2,64.9,57.0,5.2,5.25,3.39,1643
13985,1.18,Premium,G,SI2,62.5,54.0,6.81,6.78,4.25,5190
26070,0.51,Premium,G,VS1,62.3,58.0,5.08,5.13,3.18,1656
23997,0.91,Fair,I,SI2,65.0,58.0,6.05,6.02,3.92,2129
18320,0.33,Ideal,H,VVS1,62.1,55.0,4.44,4.42,2.75,965
17858,0.55,Premium,G,SI1,60.7,56.0,5.38,5.32,3.25,1226
23621,0.74,Premium,E,VS2,62.7,58.0,5.72,5.77,3.6,3285
12597,0.54,Very Good,F,VS2,62.0,59.0,5.16,5.22,3.22,1889
2184,1.11,Ideal,H,SI2,61.3,60.0,6.68,6.66,4.09,4520
4499,0.9,Good,G,SI1,62.8,59.0,6.08,6.12,3.83,3734
5149,1.03,Very Good,F,SI2,63.1,57.0,6.42,6.38,4.04,3668
25826,1.54,Ideal,G,VS1,62.3,57.0,7.35,7.38,4.59,13846
11867,1.02,Premium,F,SI2,60.0,60.0,6.57,6.53,3.93,4284
10430,0.3,Very Good,D,SI1,62.6,59.0,4.24,4.26,2.66,476
23410,0.54,Ideal,D,SI1,62.6,55.0,5.23,5.19,3.26,1715
21081,0.8,Ideal,G,SI2,61.6,56.0,5.97,6.01,3.69,2856
5345,1.52,Good,E,VS1,63.9,56.0,7.21,7.25,4.62,15649
7550,0.54,Ideal,D,VVS2,61.4,52.0,5.3,5.34,3.26,2897
18637,0.7,Very Good,E,VS2,62.4,58.0,5.66,5.68,3.54,2952
24695,0.5,Premium,G,VS1,62.5,60.0,5.06,5.08,3.17,1624
26282,1.12,Premium,G,SI2,61.0,60.0,6.7,6.64,4.07,3838
19940,0.31,Ideal,E,SI1,61.5,55.0,4.39,4.42,2.71,547
13167,0.73,Ideal,I,VS2,60.8,56.0,5.82,5.85,3.55,3438
21072,0.54,Ideal,H,SI1,61.0,56.0,5.28,5.24,3.21,1240
16250,1.13,Very Good,E,SI1,60.8,58.0,6.71,6.77,4.1,5086
21747,0.7,Good,D,SI1,63.6,60.0,5.59,5.51,3.51,2512
316,0.41,Ideal,G,SI2,61.3,56.0,4.78,4.81,2.94,605
11450,1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7,7727
12054,0.3,Very Good,G,VS1,63.4,58.0,4.25,4.23,2.69,776
25412,0.95,Very Good,D,SI1,63.7,55.0,6.2,6.24,3.96,5101
26019,1.53,Very Good,J,VS2,62.9,59.0,7.31,7.34,4.61,7418
9364,0.37,Premium,G,VS2,61.3,60.0,4.6,4.63,2.83,649
7065,1.23,Ideal,H,VS2,62.2,55.0,6.81,6.85,4.25,7130
2592,0.9,Fair,D,SI1,65.7,65.0,6.06,5.94,3.94,3751
13256,2.19,Premium,I,SI2,62.5,58.0,8.31,8.26,5.18,15169
26459,0.23,Very Good,E,VVS2,61.1,59.0,3.94,3.98,2.42,505
1815,0.46,Ideal,G,IF,61.7,56.0,4.97,5.01,3.08,1987
14380,1.17,Good,I,SI1,60.0,64.0,6.91,6.83,4.12,4586
783,1.55,Ideal,J,SI1,61.7,54.0,7.42,7.55,4.62,7987
24047,0.51,Very Good,D,SI1,59.1,63.0,5.27,5.15,3.08,1437
1688,0.43,Ideal,I,VS2,61.9,54.0,4.87,4.88,3.02,716
2826,1.32,Premium,F,SI1,59.7,60.0,7.11,7.16,4.26,7683
11396,0.52,Ideal,G,VVS2,61.6,56.0,5.15,5.18,3.18,1784
505,0.7,Very Good,G,SI2,60.6,58.0,5.72,5.77,3.48,2057
24708,0.33,Ideal,F,VVS1,61.3,55.0,4.46,4.48,2.74,893
9597,0.3,Ideal,E,VS2,62.6,54.0,4.29,4.33,2.7,658
18247,1.59,Premium,J,SI1,62.5,60.0,7.42,7.46,4.65,7695
17937,0.32,Premium,H,VS2,61.4,60.0,4.41,4.39,2.7,648
18597,1.59,Very Good,J,VS1,60.1,60.0,7.56,7.59,4.55,8515
18751,0.31,Ideal,D,SI1,62.4,53.0,4.35,4.33,2.71,732
7174,0.74,Very Good,E,VVS1,63.5,58.0,5.78,5.72,3.65,3993
18953,0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,431
23357,0.7,Good,I,VS2,63.9,65.0,5.6,5.56,3.56,2268
15324,0.3,Fair,G,VVS1,58.6,66.0,4.36,4.41,2.57,790
9862,0.41,Premium,G,SI1,62.5,58.0,4.75,4.78,2.98,719
15447,0.29,Very Good,E,VS1,61.7,58.0,4.23,4.29,2.63,504
26228,0.37,Very Good,E,VVS2,59.3,58.0,4.68,4.73,2.79,843
13958,1.19,Premium,I,VS2,61.7,57.0,6.84,6.77,4.2,5439
4487,0.61,Very Good,H,VVS2,61.4,57.0,5.46,5.5,3.36,1970
26296,0.35,Premium,I,VS1,61.1,60.0,4.58,4.52,2.78,709
11272,1.0,Very Good,F,VS2,63.4,58.0,6.3,6.39,4.02,6818
5760,1.6,Premium,H,SI2,62.4,60.0,7.48,7.43,4.65,9229
2535,0.7,Premium,F,VVS1,62.4,56.0,5.69,5.63,3.53,3300
9346,0.88,Ideal,I,SI1,63.2,56.0,6.04,6.09,3.83,3264
15342,1.15,Very Good,G,SI1,62.2,59.0,6.66,6.71,4.16,5587
25568,0.8,Ideal,F,SI1,61.0,56.0,5.98,6.05,3.67,3137
6898,0.39,Ideal,I,VVS2,60.8,56.0,4.74,4.76,2.89,849
9330,0.6,Premium,E,VS2,62.7,58.0,5.34,5.37,3.36,1819
8677,0.36,Very Good,H,VS2,63.5,54.0,4.59,4.55,2.9,729
10972,0.57,Premium,F,SI2,62.1,59.0,5.33,5.29,3.3,1746
6479,0.4,Ideal,H,SI1,62.0,56.0,4.68,4.74,2.92,666
18589,0.5,Premium,H,SI2,61.0,58.0,5.14,5.05,3.11,958
24093,0.3,Premium,G,VS2,62.6,62.0,4.25,4.21,2.65,630
25990,1.01,Premium,H,SI2,59.9,59.0,6.51,6.48,3.89,4242
26504,1.1,Ideal,I,VS1,62.3,55.0,6.64,6.6,4.12,5864
5360,0.9,Very Good,I,VS2,63.4,56.0,6.09,6.12,3.87,3489
